采集时间,数据条数,工作电压,平均风速,风向,降雨量,平均温度,湿度,气压,总辐射,总辐射累计量,日照时数,土壤水分,土壤温度,土壤介电常数,土壤电导率,土壤水分,土壤温度,土壤介电常数,土壤电导率,土壤水分,土壤温度,土壤介电常数,土壤电导率
2019/12/17 16:30,3457,12.90562,3.374,87.8,0,7.812,54.95,1012,25.11,0.045,0.5,32.90166,6.805,19.20167,0.4,23.32333,7.4,12.32833,0.3,16.05667,8.5,8.256666,0.3
2019/12/17 17:00,3458,12.84702,3.077,93.9,0,7.402,58.55,1012,12.73,0.023,0.5,32.9,6.883333,19.2,0.4,23.305,7.4,12.315,0.3,16.16,8.5,8.306666,0.3
2019/12/17 17:30,3459,12.80626,2.351,98.9,0,6.78,62.07,1013,1.544,0.003,0.5,32.9,6.905,19.2,0.4,23.33333,7.4,12.33167,0.3,16.21667,8.5,8.339999,0.3
2019/12/17 18:00,3460,12.7961,2.693,107,0,6.285,65.28,1013,-0.859,-0.002,0.5,32.9,6.986666,19.2,0.4,23.32666,7.4,12.32833,0.3,16.21333,8.5,8.333333,0.3
2019/12/17 18:30,3461,12.7879,3.386,109.9,0,5.843,60.59,1014,-0.832,-0.001,0.5,32.9,7,19.2,0.4,23.36,7.408333,12.34167,0.3,16.25833,8.5,8.358333,0.3
2019/12/17 19:00,3462,12.77201,2.84,114.7,0,5.577,62.2,1014,-0.818,-0.001,0.5,32.90334,7,19.20333,0.4,23.36833,7.441667,12.35167,0.3,16.285,8.5,8.37,0.3
2019/12/17 19:30,3463,12.75788,2.343,120.8,0,5.423,64.15,1015,-0.866,-0.002,0.5,32.90166,7,19.20167,0.4,23.38166,7.478333,12.36,0.3,16.23333,8.5,8.338333,0.3
2019/12/17 20:00,3464,12.74369,1.869,126.9,0,5.245,65.13,1015,-1.144,-0.002,0.5,32.9,7,19.2,0.4,23.40667,7.5,12.37167,0.3,16.20333,8.498333,8.33,0.3
2019/12/17 20:30,3465,12.72863,1.473,131.5,0,4.897,65.76,1015,-1.347,-0.002,0.5,32.9,6.995,19.2,0.4,23.41333,7.5,12.37833,0.3,16.13333,8.5,8.296666,0.3
2019/12/17 21:00,3466,12.71438,1.205,141.3,0,4.67,66.52,1016,-0.936,-0.002,0.5,32.9,6.918333,19.2,0.4,23.39333,7.5,12.36333,0.3,16.08333,8.5,8.275,0.3
2019/12/17 21:30,3467,12.69949,1.284,152.3,0,4.453,65.75,1016,-0.966,-0.002,0.5,32.9,6.9,19.2,0.4,23.415,7.5,12.375,0.3,15.985,8.5,8.215,0.3
2019/12/17 22:00,3468,12.68359,1.123,150.6,0,4.357,64.25,1016,-0.682,-0.001,0.5,32.90166,6.9,19.20167,0.4,23.38,7.5,12.355,0.3,15.97,8.5,8.21,0.3
2019/12/17 22:30,3469,12.66724,1.78,137.4,0,4.528,61.32,1017,-0.858,-0.002,0.5,32.90166,6.858333,19.20167,0.4,23.36,7.516666,12.34667,0.3,15.94167,8.5,8.193333,0.3
2019/12/17 23:00,3470,12.65135,2.402,128.1,0,4.277,63.69,1017,-1.236,-0.002,0.5,32.90166,6.805,19.20167,0.4,23.32833,7.531667,12.32833,0.3,16.05333,8.5,8.259999,0.3
2019/12/17 23:30,3471,12.63373,1.897,123.9,0,3.845,67.1,1017,-1.512,-0.003,0.5,32.90334,6.781667,19.20333,0.4,23.285,7.573333,12.29833,0.3,16.17,8.5,8.313334,0.3
2019/12/18 0:00,3472,12.61833,1.452,133.9,0,3.53,67.72,1017,-1.669,-0.003,0.5,32.90334,6.708333,19.20333,0.4,23.26333,7.593333,12.29167,0.3,16.14667,8.5,8.304999,0.3
2019/12/18 0:30,3473,12.60229,1.385,131.8,0,3.057,68.87,1017,-1.766,-0.003,0.5,32.905,6.699999,19.205,0.4,23.28333,7.598333,12.30667,0.3,16.13833,8.5,8.299999,0.3
2019/12/18 1:00,3474,12.58616,1.496,126.8,0,2.782,69.15,1017,-1.42,-0.003,0.5,32.90334,6.645,19.20333,0.4,23.30333,7.599999,12.31167,0.3,16.09167,8.5,8.271667,0.3
2019/12/18 1:30,3475,12.57224,1.658,123.5,0,2.885,69.07,1017,-0.376,-0.001,0.5,32.90166,6.599999,19.20167,0.4,23.32,7.599999,12.315,0.3,16.12,8.5,8.291667,0.3
2019/12/18 2:00,3476,12.55477,1.398,137.2,0,2.765,69.23,1017,-1.045,-0.002,0.5,32.90667,6.565,19.20667,0.4,23.30333,7.599999,12.31667,0.3,16.15667,8.5,8.301666,0.3
2019/12/18 2:30,3477,12.54869,1.604,138.4,0,2.708,67.92,1017,-0.592,-0.001,0.5,32.915,6.493333,19.215,0.4,23.31333,7.599999,12.32167,0.3,16.195,8.5,8.331667,0.3
2019/12/18 3:00,3478,12.53912,1.756,119,0,2.725,66.35,1017,-0.68,-0.001,0.5,32.91,6.415,19.21,0.4,23.33,7.599999,12.32667,0.3,16.19333,8.5,8.325,0.3
2019/12/18 3:30,3479,12.53259,1.469,106.7,0,2.468,68,1017,-0.747,-0.001,0.5,32.92,6.395,19.22,0.4,23.355,7.599999,12.34833,0.3,16.165,8.5,8.315,0.3
2019/12/18 4:00,3480,12.52259,1.656,119.9,0,2.497,67.59,1017,-0.522,-0.001,0.5,32.90833,6.315,19.20833,0.4,23.35333,7.599999,12.34833,0.3,16.18167,8.5,8.32,0.3
2019/12/18 4:30,3481,12.52251,1.155,105.9,0,2.305,68.12,1017,-1.027,-0.002,0.5,32.91,6.3,19.21,0.4,23.38166,7.598333,12.35833,0.3,16.16833,8.5,8.315,0.3
2019/12/18 5:00,3482,12.51881,1.287,111.7,0,1.817,69.82,1017,-1.326,-0.002,0.5,32.91333,6.245,19.21333,0.4,23.35833,7.595,12.34,0.3,16.15167,8.5,8.306666,0.3
2019/12/18 5:30,3483,12.51514,1.397,110.8,0,1.625,70.18,1017,-0.56,-0.001,0.5,32.91833,6.199999,19.21833,0.4,23.38333,7.561666,12.36333,0.3,16.19667,8.503333,8.335,0.3
2019/12/18 6:00,3484,12.50947,1.327,121.7,0,1.755,68.73,1017,-0.821,-0.001,0.5,32.91167,6.191666,19.21167,0.4,23.38166,7.548333,12.35833,0.3,16.185,8.501666,8.321667,0.3
2019/12/18 6:30,3485,12.51097,1.691,124.5,0,1.885,67.07,1017,-0.304,-0.001,0.5,32.92333,6.11,19.22333,0.4,23.36333,7.52,12.345,0.3,16.16333,8.501666,8.313334,0.3
2019/12/18 7:00,3486,12.50982,1.469,112.3,0,1.852,67.67,1017,-0.623,-0.001,0.5,32.92333,6.095,19.22333,0.4,23.37,7.505,12.35333,0.3,16.155,8.5,8.306666,0.3
2019/12/18 7:30,3487,12.50871,1.442,111.1,0,1.838,67.2,1017,-0.23,0,0.5,32.91667,6.023333,19.21667,0.4,23.39166,7.5,12.36333,0.3,16.18333,8.5,8.32,0.3
2019/12/18 8:00,3488,12.48833,0.645,89.2,0,1.737,68.28,1018,3.088,0.006,0.5,32.92167,6,19.22167,0.4,23.36167,7.5,12.34333,0.3,16.11666,8.503333,8.29,0.3
2019/12/18 8:30,3489,12.49977,0.797,81.9,0,1.887,69.22,1018,12,0.022,0.5,32.92,5.983333,19.22,0.4,23.37167,7.5,12.355,0.3,16.15833,8.501666,8.311666,0.3
2019/12/18 9:00,3490,12.51906,1.054,71.61,0,2.17,69.09,1019,24.97,0.045,0.5,32.925,5.905,19.225,0.4,23.325,7.5,12.33,0.3,16.15,8.5,8.306666,0.3
2019/12/18 9:30,3491,12.54116,1.201,72.04,0,2.47,67.99,1019,46.16,0.083,0.5,32.91667,5.9,19.21667,0.4,23.29667,7.5,12.315,0.3,16.14167,8.5,8.303333,0.3
2019/12/18 10:00,3492,12.64191,1.024,87.9,0,2.83,65.74,1019,64.38,0.116,0.5,32.91667,5.893333,19.21667,0.4,23.36666,7.496666,12.35,0.3,15.98,8.5,8.221666,0.3
2019/12/18 10:30,3493,12.69713,0.637,82.4,0,3.3,64.98,1019,69.75,0.126,0.5,32.92333,5.833333,19.22333,0.4,23.39,7.46,12.365,0.3,16.095,8.501666,8.28,0.3
2019/12/18 11:00,3494,12.74323,0.785,134.1,0,3.735,61.68,1018,94.4,0.17,0.5,32.92,5.801667,19.22,0.4,23.36,7.413333,12.35,0.3,16.16833,8.5,8.316667,0.3
2019/12/18 11:30,3495,12.95734,1.481,111.2,0,4.062,58.91,1018,97.2,0.175,0.5,32.91667,5.8,19.21667,0.4,23.385,7.4,12.35833,0.3,16.04667,8.5,8.251666,0.3
2019/12/18 12:00,3496,12.95414,1.741,111.9,0,4.185,58.58,1017,76.59,0.138,0.5,32.915,5.803333,19.215,0.4,23.4,7.4,12.36833,0.3,16.01833,8.5,8.231666,0.3
2019/12/18 12:30,3497,12.95414,1.249,114.3,0,4.453,58.7,1016,82,0.148,0.5,32.91833,5.868333,19.21833,0.4,23.37667,7.4,12.34833,0.3,16.03167,8.5,8.251666,0.3
2019/12/18 13:00,3498,12.98198,0.993,85.7,0,4.812,57.82,1016,136.7,0.246,0.5,32.90833,5.9,19.20833,0.4,23.325,7.4,12.32833,0.3,16.105,8.5,8.281667,0.3
2019/12/18 13:30,3499,13.2853,1.15,84.7,0,5.452,56.01,1015,194.3,0.35,0.5,32.90833,5.901666,19.20833,0.4,23.385,7.396667,12.35667,0.3,15.98833,8.5,8.219999,0.3
2019/12/18 14:00,3500,13.41911,1.188,81.1,0,6.017,54.12,1015,188.9,0.34,0.5,32.90833,5.986666,19.20833,0.4,23.35833,7.396667,12.34,0.3,15.98333,8.5,8.21,0.3
2019/12/18 14:30,3501,13.39125,1.12,77.83,0,6.405,51.93,1014,159.2,0.287,0.5,32.90667,6.001666,19.20667,0.4,23.325,7.375,12.33333,0.3,16.04333,8.5,8.245,0.3
2019/12/18 15:00,3502,13.37294,1.209,97.6,0,6.61,51.48,1014,149.6,0.269,0.5,32.90334,6.09,19.20333,0.4,23.335,7.34,12.33,0.3,16.075,8.5,8.27,0.3
2019/12/18 15:30,3503,13.31103,1.357,73.41,0,6.928,50.43,1013,131.8,0.237,0.5,32.90166,6.18,19.20167,0.4,23.33667,7.306666,12.33333,0.3,16.03167,8.5,8.243333,0.3
2019/12/18 16:00,3504,13.12579,1.175,82.9,0,6.782,50.2,1013,69.98,0.126,0.5,32.90166,6.258333,19.20167,0.4,23.31833,7.3,12.31667,0.3,16.08167,8.5,8.271667,0.3
2019/12/18 16:30,3505,12.97276,1.061,48.85,0,6.248,54.24,1013,33.68,0.061,0.5,32.90166,6.338333,19.20167,0.4,23.37333,7.3,12.355,0.3,16.08833,8.5,8.275,0.3
2019/12/18 17:00,3506,12.89962,1.145,88.1,0,5.473,59.7,1013,16.5,0.03,0.5,32.90166,6.411666,19.20167,0.4,23.31333,7.3,12.315,0.3,16.1,8.498333,8.281667,0.3
2019/12/18 17:30,3507,12.83339,1.288,120.6,0,4.38,66.35,1013,0.943,0.002,0.5,32.9,6.515,19.2,0.4,23.315,7.3,12.31667,0.3,16.15,8.5,8.301666,0.3
2019/12/18 18:00,3508,12.82743,1.282,114,0,3.398,70.49,1014,-1.748,-0.003,0.5,32.9,6.598333,19.2,0.4,23.31167,7.3,12.325,0.3,16.18667,8.496667,8.323333,0.3
2019/12/18 18:30,3509,12.80734,1.278,88.5,0,3.107,70.72,1014,-1.413,-0.003,0.5,32.9,6.599999,19.2,0.4,23.31,7.301667,12.31833,0.3,16.23,8.495,8.339999,0.3
2019/12/18 19:00,3510,12.79294,0.87,25.62,0,2.548,72.96,1014,-1.991,-0.004,0.5,32.9,6.601666,19.2,0.4,23.33333,7.311666,12.32833,0.3,16.21333,8.483333,8.339999,0.3
2019/12/18 19:30,3511,12.77681,0.266,44.71,0,1.722,76.89,1014,-2.466,-0.004,0.5,32.90334,6.599999,19.20333,0.4,23.37167,7.336667,12.35833,0.3,16.22667,8.476666,8.343333,0.3
2019/12/18 20:00,3512,12.76517,0.028,70.76,0,0.46,84.8,1014,-1.573,-0.003,0.5,32.90166,6.599999,19.20167,0.4,23.37167,7.371666,12.355,0.3,16.24667,8.453333,8.353333,0.3
2019/12/18 20:30,3513,12.75134,0,55.23,0,0.107,86.7,1014,-1.042,-0.002,0.5,32.90334,6.598333,19.20333,0.4,23.38333,7.396667,12.355,0.3,16.2,8.45,8.333333,0.3
2019/12/18 21:00,3514,12.73674,0,165.3,0,-0.225,86.5,1014,-1.101,-0.002,0.5,32.905,6.531667,19.205,0.4,23.39166,7.4,12.35833,0.3,16.15167,8.445,8.303333,0.3
2019/12/18 21:30,3515,12.71892,0.196,285.7,0,-0.393,86,1014,-1.139,-0.002,0.5,32.90334,6.473333,19.20333,0.4,23.41666,7.4,12.38167,0.3,16.12833,8.428333,8.293333,0.3
2019/12/18 22:00,3516,12.71102,0.397,296.2,0,-0.565,85.5,1014,-1.42,-0.003,0.5,32.90166,6.403333,19.20167,0.4,23.41666,7.4,12.37667,0.3,16.05833,8.438333,8.256666,0.3
2019/12/18 22:30,3517,12.68961,0.153,268.8,0,-0.485,84.9,1014,-1.734,-0.003,0.5,32.905,6.353333,19.205,0.4,23.42167,7.4,12.37667,0.3,16,8.413333,8.231667,0.3
2019/12/18 23:00,3518,12.68267,0.051,299.7,0,-0.878,86.4,1014,-0.898,-0.002,0.5,32.90833,6.3,19.20833,0.4,23.39166,7.4,12.35833,0.3,15.965,8.421666,8.205,0.3
2019/12/18 23:30,3519,12.66566,0.622,249.4,0,-0.75,87.2,1014,-1.072,-0.002,0.5,32.905,6.226666,19.205,0.4,23.33667,7.4,12.33167,0.3,16.00333,8.421666,8.235,0.3
2019/12/19 0:00,3520,12.65243,0.752,287.3,0,-0.828,86.8,1014,-1.362,-0.002,0.5,32.90667,6.191666,19.20667,0.4,23.33,7.4,12.32333,0.3,16.02,8.418333,8.24,0.3
2019/12/19 0:30,3521,12.63688,0.893,276.6,0,-0.558,86.9,1014,-1.121,-0.002,0.5,32.905,6.099999,19.205,0.4,23.29667,7.4,12.31,0.3,16.06167,8.411666,8.258333,0.3
2019/12/19 1:00,3522,12.6204,1.205,289.1,0,-0.715,86.2,1014,-1.767,-0.003,0.5,32.90667,6.018333,19.20667,0.4,23.26666,7.4,12.29667,0.3,16.15833,8.408333,8.311666,0.3
2019/12/19 1:30,3523,12.60374,0.739,291,0,-0.775,85.9,1013,-1.865,-0.003,0.5,32.905,5.991667,19.205,0.4,23.27167,7.4,12.29667,0.3,16.135,8.405,8.298333,0.3
2019/12/19 2:00,3524,12.58655,0.451,302,0,-1.687,87.1,1013,-2.276,-0.004,0.5,32.90667,5.908333,19.20667,0.4,23.29667,7.4,12.31333,0.3,16.1,8.406666,8.28,0.3
2019/12/19 2:30,3525,12.57125,0.369,296,0,-1.848,89.3,1013,-1.294,-0.002,0.5,32.91333,5.876667,19.21333,0.4,23.32333,7.4,12.33333,0.3,16.12,8.411666,8.3,0.3
2019/12/19 3:00,3526,12.55743,1.008,298.1,0,-0.935,86.5,1013,-1.198,-0.002,0.5,32.91333,5.8,19.21333,0.4,23.335,7.4,12.335,0.3,16.17,8.408333,8.313334,0.3
2019/12/19 3:30,3527,12.5466,1.282,294.8,0,-0.422,84.4,1013,-1.566,-0.003,0.5,32.905,5.751666,19.205,0.4,23.31,7.398333,12.31667,0.3,16.17167,8.406666,8.318333,0.3
2019/12/19 4:00,3528,12.53541,1.355,305.7,0,-0.257,83.8,1012,-1.965,-0.004,0.5,32.90334,5.68,19.20333,0.4,23.31,7.375,12.32167,0.3,16.16667,8.401667,8.311666,0.3
2019/12/19 4:30,3529,12.52688,1.189,297.4,0,-0.563,84.9,1012,-2.02,-0.004,0.5,32.91333,5.599999,19.21333,0.4,23.31,7.325,12.32,0.3,16.14,8.4,8.304999,0.3
2019/12/19 5:00,3530,12.51477,1.175,318.6,0,-0.068,82.9,1012,-1.901,-0.003,0.5,32.91333,5.541666,19.21333,0.4,23.32166,7.306666,12.32333,0.3,16.11167,8.4,8.285,0.3
2019/12/19 5:30,3531,12.51391,3.193,290.5,0,0.837,80.6,1012,-2.671,-0.005,0.5,32.90833,5.503333,19.20833,0.4,23.35666,7.3,12.345,0.3,16.115,8.4,8.286666,0.3
2019/12/19 6:00,3532,12.50934,3.755,283.1,0,1.235,79.43,1012,-3.297,-0.006,0.5,32.91167,5.456666,19.21167,0.4,23.34167,7.3,12.33333,0.3,16.18333,8.401667,8.326666,0.3
2019/12/19 6:30,3533,12.5059,3.42,278.8,0,0.813,80.7,1012,-2.651,-0.005,0.5,32.90833,5.4,19.20833,0.4,23.34833,7.3,12.34333,0.3,16.17167,8.4,8.313334,0.3
2019/12/19 7:00,3534,12.49878,3.202,277.8,0,0.642,81.6,1012,-2.172,-0.004,0.5,32.91167,5.36,19.21167,0.4,23.34833,7.295,12.34167,0.3,16.16,8.4,8.309999,0.3
2019/12/19 7:30,3535,12.48708,2.802,280.1,0,0.665,82.1,1013,-1.209,-0.002,0.5,32.92,5.3,19.22,0.4,23.33167,7.25,12.33,0.3,16.12333,8.4,8.296666,0.3
2019/12/19 8:00,3536,12.48708,2.136,281.8,0,0.833,81.3,1013,11.08,0.02,0.5,32.91,5.226666,19.21,0.4,23.32333,7.206666,12.325,0.3,16.11667,8.4,8.288333,0.3
2019/12/19 8:30,3537,12.59575,2.356,267.7,0,1.218,80.8,1013,33.24,0.06,0.5,32.905,5.199999,19.205,0.4,23.31666,7.199999,12.31833,0.3,16.00833,8.4,8.23,0.3
2019/12/19 9:00,3538,12.60696,2.08,265,0,1.813,79.82,1013,46.55,0.084,0.5,32.91333,5.141666,19.21333,0.4,23.32333,7.188333,12.32667,0.3,16.12667,8.4,8.29,0.3
2019/12/19 9:30,3539,12.86151,2.075,276.1,0,3.07,76.99,1013,120.9,0.218,0.5,32.92,5.099999,19.22,0.4,23.36666,7.136666,12.355,0.3,15.96833,8.4,8.211666,0.3
2019/12/19 10:00,3540,13.54143,2.29,292.5,0,5.127,68.41,1014,146.1,0.263,0.5,32.92167,5.086667,19.22167,0.4,23.405,7.099999,12.37,0.3,15.93667,8.4,8.198333,0.3
2019/12/19 10:30,3541,13.62195,2.848,292.6,0,5.862,65.05,1014,188.5,0.339,0.5,32.92,5.006667,19.22,0.4,23.375,7.099999,12.35667,0.3,15.78,8.4,8.115,0.3
2019/12/19 11:00,3542,14.04465,3.044,295.4,0,6.65,62.2,1014,216.1,0.389,0.5,32.92333,4.988333,19.22333,0.4,23.35167,7.099999,12.345,0.3,15.795,8.4,8.131666,0.3
2019/12/19 11:30,3543,14.09351,3.716,286.9,0,7.762,57.41,1014,237.3,0.427,0.5,32.92,4.916667,19.22,0.4,23.40667,7.098333,12.37,0.3,15.81,8.4,8.133333,0.3
2019/12/19 12:00,3544,13.92262,3.168,295.4,0,8.64,51.31,1013,252.8,0.455,0.5,32.90334,4.9,19.20333,0.4,23.385,7.048333,12.35667,0.3,15.79667,8.4,8.126666,0.3
2019/12/19 12:30,3545,13.55657,2.34,302.4,0,9.26,48.08,1013,225,0.405,0.5,32.90667,4.913333,19.20667,0.4,23.34,7,12.33667,0.3,15.79167,8.395,8.133333,0.3
2019/12/19 13:00,3546,13.89385,1.689,287.8,0,9.95,45.22,1013,245.3,0.442,0.5,32.905,5,19.205,0.4,23.345,7,12.34,0.3,15.805,8.393332,8.136666,0.3
2019/12/19 13:30,3547,13.87536,2.119,300.3,0,10.34,42.78,1012,244.1,0.439,0.5,32.90166,5.083333,19.20167,0.4,23.35166,7,12.34167,0.3,15.79,8.368333,8.126666,0.3
2019/12/19 14:00,3548,13.88184,1.793,284.3,0,10.55,42.76,1012,206.5,0.372,0.5,32.90166,5.164999,19.20167,0.4,23.33167,6.985,12.33167,0.3,15.82167,8.34,8.136666,0.3
2019/12/19 14:30,3549,13.95646,1.196,213.8,0,11.03,41.33,1011,199.1,0.358,0.5,32.9,5.286666,19.2,0.4,23.34333,6.934999,12.33667,0.3,15.83667,8.321667,8.145,0.3
2019/12/19 15:00,3550,13.36135,1.113,99.7,0,10.84,40.61,1011,114.4,0.206,0.5,32.89667,5.428333,19.19666,0.4,23.35167,6.901666,12.35,0.3,15.89833,8.301667,8.176666,0.3
2019/12/19 15:30,3551,13.31327,1.164,76.93,0,10.55,42.35,1011,86.4,0.155,0.5,32.9,5.543333,19.2,0.4,23.33833,6.9,12.33333,0.3,15.995,8.3,8.226666,0.3
2019/12/19 16:00,3552,13.31327,1.812,46.9,0,10.48,43.28,1011,101.7,0.183,0.5,32.9,5.691666,19.2,0.4,23.355,6.9,12.34333,0.3,15.88,8.3,8.17,0.3
2019/12/19 16:30,3553,13.21867,0.75,51.17,0,10.39,42.54,1011,50.48,0.091,0.5,32.9,5.84,19.2,0.4,23.32667,6.9,12.325,0.3,16.06167,8.3,8.256666,0.3
2019/12/19 17:00,3554,13.02455,0.475,60.58,0,9.54,46.42,1011,18.23,0.033,0.5,32.9,5.955,19.2,0.4,23.30167,6.9,12.31333,0.3,16.09667,8.3,8.285,0.3
2019/12/19 17:30,3555,12.94804,0.715,48.43,0,7.255,56.32,1011,0.373,0.001,0.5,32.9,6.051666,19.2,0.4,23.35333,6.9,12.34167,0.3,16.03167,8.298333,8.24,0.3
2019/12/19 18:00,3556,12.92483,0.189,60.88,0,4.873,67.75,1012,-3.599,-0.006,0.5,32.89667,6.156666,19.19666,0.4,23.33667,6.9,12.33167,0.3,16.07167,8.295,8.261666,0.3
2019/12/19 18:30,3557,12.92625,0,294.4,0,3.525,72.73,1012,-1.794,-0.003,0.5,32.9,6.201666,19.2,0.4,23.33833,6.9,12.34,0.3,16.055,8.291667,8.258333,0.3
2019/12/19 19:00,3558,12.91261,0,265,0,2.567,76.1,1013,-0.188,0,0.5,32.9,6.276667,19.2,0.4,23.31666,6.9,12.32,0.3,16.05667,8.283334,8.253333,0.3
2019/12/19 19:30,3559,12.90072,0,280,0,2.702,76.79,1014,0.139,0,0.5,32.9,6.3,19.2,0.4,23.305,6.9,12.31333,0.3,16.07,8.263333,8.263333,0.3
2019/12/19 20:00,3560,12.89147,0.141,116.9,0,2.565,82.3,1014,-0.498,-0.001,0.5,32.89667,6.3,19.19666,0.4,23.28167,6.92,12.30833,0.3,16.055,8.233333,8.258333,0.3
2019/12/19 20:30,3561,12.88167,1.121,73.06,0,2.972,77.21,1014,-0.868,-0.002,0.5,32.89833,6.283333,19.19833,0.4,23.265,6.975,12.295,0.3,16.03833,8.216666,8.243333,0.3
2019/12/19 21:00,3562,12.87407,1.266,83.9,0,3.223,73.48,1014,-1.363,-0.002,0.5,32.9,6.211667,19.2,0.4,23.25,6.996666,12.28667,0.3,16.07667,8.201666,8.27,0.3
2019/12/19 21:30,3563,12.86569,1.795,73.76,0,3.427,72.82,1014,-1.186,-0.002,0.5,32.9,6.199999,19.2,0.4,23.28666,7,12.30167,0.3,16.105,8.201666,8.285,0.3
2019/12/19 22:00,3564,12.85767,1.769,81.3,0,3.468,72.78,1014,-1.738,-0.003,0.5,32.9,6.199999,19.2,0.4,23.31,7,12.315,0.3,16.10333,8.2,8.283334,0.3
2019/12/19 22:30,3565,12.84588,0.997,74.82,0,3.122,74.91,1014,-2.146,-0.004,0.5,32.9,6.114999,19.2,0.4,23.30667,7.001666,12.315,0.3,16.09333,8.2,8.271667,0.3
2019/12/19 23:00,3566,12.84318,1.496,63.48,0,2.395,79.59,1015,-1.386,-0.002,0.5,32.90166,6.095,19.20167,0.4,23.30333,7,12.31,0.3,16.10333,8.2,8.278333,0.3
2019/12/19 23:30,3567,12.83578,2.737,78.67,0,3.063,79.51,1015,-1.291,-0.002,0.5,32.9,6.011666,19.2,0.4,23.31,7,12.315,0.3,16.12667,8.2,8.296666,0.3
2019/12/20 0:00,3568,12.8287,3.134,88.7,0,2.785,76.81,1015,-1.756,-0.003,0.5,32.9,5.998333,19.2,0.4,23.31167,7.016666,12.32167,0.3,16.13,8.2,8.291666,0.3
2019/12/20 0:30,3569,12.81933,3.122,88.3,0,2.207,77.35,1014,-1.768,-0.003,0.5,32.9,5.911666,19.2,0.4,23.29667,7.036666,12.31167,0.3,16.13,8.198333,8.293333,0.3
2019/12/20 1:00,3570,12.8154,2.874,93.6,0,1.755,79.56,1014,-1.776,-0.003,0.5,32.9,5.891667,19.2,0.4,23.32833,7.059999,12.32833,0.3,16.11667,8.2,8.291666,0.3
2019/12/20 1:30,3571,12.80969,2.543,88.5,0,1.34,81.7,1014,-1.592,-0.003,0.5,32.9,5.803333,19.2,0.4,23.29833,7.08,12.31167,0.3,16.17,8.198333,8.308332,0.3
2019/12/20 2:00,3572,12.80137,2.184,87,0,0.93,83.3,1014,-1.681,-0.003,0.5,32.9,5.783333,19.2,0.4,23.32666,7.08,12.325,0.3,16.15667,8.2,8.304999,0.3
2019/12/20 2:30,3573,12.79477,1.157,109,0,0.503,85.1,1014,-1.311,-0.002,0.5,32.9,5.705,19.2,0.4,23.31167,7.081666,12.31667,0.3,16.21333,8.2,8.333333,0.3
2019/12/20 3:00,3574,12.79092,1.465,118.3,0,0.673,85.5,1015,0.029,0,0.5,32.9,5.625,19.2,0.4,23.31833,7.076666,12.32,0.3,16.20167,8.198333,8.335,0.3
2019/12/20 3:30,3575,12.77909,2.593,112.5,0,1.073,84.5,1014,-0.108,0,0.5,32.9,5.585,19.2,0.4,23.32166,7.061666,12.325,0.3,16.21167,8.198333,8.336666,0.3
2019/12/20 4:00,3576,12.77909,2.247,96.3,0,1.317,83.7,1014,-0.003,0,0.5,32.9,5.53,19.2,0.4,23.33,7.028333,12.33,0.3,16.20833,8.198333,8.338333,0.3
2019/12/20 4:30,3577,12.76501,3.019,82.2,0,1.4,82,1014,-0.086,0,0.5,32.9,5.5,19.2,0.4,23.34333,7.005,12.33833,0.3,16.20167,8.2,8.333333,0.3
2019/12/20 5:00,3578,12.7696,2.929,101.3,0,1.4,81.6,1014,-0.131,0,0.5,32.9,5.434999,19.2,0.4,23.33,7,12.33333,0.3,16.25167,8.198333,8.358333,0.3
2019/12/20 5:30,3579,12.75769,2.483,110.7,0,1.375,81.9,1014,-0.192,0,0.5,32.9,5.401666,19.2,0.4,23.36333,7,12.35,0.3,16.22333,8.2,8.335,0.3
2019/12/20 6:00,3580,12.75899,2.903,105.2,0,1.23,81.8,1014,-0.203,0,0.5,32.89833,5.4,19.19833,0.4,23.35666,7,12.34167,0.3,16.25833,8.198333,8.358333,0.3
2019/12/20 6:30,3581,12.75334,2.628,95.9,0,1.197,79.49,1013,-0.236,0,0.5,32.9,5.38,19.2,0.4,23.34833,7,12.34167,0.3,16.18833,8.198333,8.315,0.3
2019/12/20 7:00,3582,12.74983,2.351,100.6,0,1.105,78.63,1014,-0.24,0,0.5,32.9,5.305,19.2,0.4,23.36666,7,12.34833,0.3,16.21667,8.198333,8.343333,0.3
2019/12/20 7:30,3583,12.74343,2.328,109.9,0,1.1,77.58,1014,-0.058,0,0.5,32.9,5.3,19.2,0.4,23.375,6.998333,12.35333,0.3,16.15167,8.196667,8.306666,0.3
2019/12/20 8:00,3584,12.72324,2.581,107.3,0,1.005,75.32,1014,2.731,0.005,0.5,32.9,5.29,19.2,0.4,23.37333,6.993333,12.35667,0.3,16.09,8.19,8.271667,0.3
2019/12/20 8:30,3585,12.72324,2.188,100.5,0,1.072,73.8,1014,12.09,0.022,0.5,32.9,5.261666,19.2,0.4,23.35,6.956666,12.34,0.3,16.13833,8.184999,8.298333,0.3
2019/12/20 9:00,3586,12.74494,1.819,105.2,0,1.267,73.07,1015,24.31,0.044,0.5,32.9,5.199999,19.2,0.4,23.34,6.923333,12.335,0.3,16.12167,8.186666,8.288333,0.3
2019/12/20 9:30,3587,12.74494,1.75,123.4,0,1.508,73.76,1015,39.1,0.07,0.5,32.90166,5.199999,19.20167,0.4,23.32166,6.9,12.325,0.3,16.20833,8.179999,8.333333,0.3
